filename	date	time	dt_iso	preview
2024-09-20__804__все_время_параллельно_решаю_вопросы_рабочих_чатах.md	2024-09-20	22:58	2024-09-20T22:58:45+08:00	Все время я параллельно решаю вопросы в рабочих чатах, и периодически выхожу в инст с рассказами о том, что сейчас происходит - например сегодня писала о Gco…
2024-09-22__821__много_написали_директ_не_успели_прочитать_инсте.md	2024-09-22	16:23	2024-09-22T16:23:20+08:00	Мне много написали в директ, что не успели прочитать в инсте рассказ про финансы. Вообще это 5% всего что хотелось сказать. Сегодня обдумывала пост в тг на э…
2024-09-22__828__критически_не_хватает_времени_ни_нас_столько.md	2024-09-22	21:19	2024-09-22T21:19:02+08:00	Критически не хватает времени ни на что. У нас столько идей и планов, например надо доделать видео про рутины детей на Бали. Или снять мое видео для анонса к…
2024-09-24__835__два_места_где_могла_прожить_всю_жизнь.md	2024-09-24	16:08	2024-09-24T16:08:46+08:00	Два места, где я могла бы прожить всю жизнь: Екатеринбург и Бали. Почему Бали, спросите вы?)) А как же Питер? А как же Москва?  В Питере я чувствовала, что м…
2024-09-24__836__когда_жили_ереване_начинали_делать_документы_европу.md	2024-09-24	16:08	2024-09-24T16:08:46+08:00	Когда мы жили в Ереване, мы начинали делать документы в Европу, и на каждом этапе мне было так грустно и было ощущение что я пытаюсь сделать шаг туда, куда м…
2024-09-26__847__крэйзи_дни_балийские_может_постоянный_недосып_может.md	2024-09-26	22:58	2024-09-26T22:58:06+08:00	Крэйзи дни балийские. Может быть постоянный недосып, а может быть физическая усталость, а может быть необходимость втыкать сразу в трех проектах одновременно…
2024-09-28__858__йоге_думала_такоооой_пост_вам_напишу_после.md	2024-09-28	23:40	2024-09-28T23:40:29+08:00	На йоге думала - такоооой пост вам напишу. После йоги стало лень) но я собралась.  Тема такая:  «как я поняла, что я хорошо выгляжу, но я все равно лох»  С 2…
2024-09-29__868__утро_началось_медеви_последнего_серфинга_этом_серф.md	2024-09-29	21:16	2024-09-29T21:16:25+08:00	Утро началось на Медеви с последнего серфинга в этом серф трипе. Но сначала мы с Вадимом выспались. Когда не будят дети и собаки и не надо ничем заниматься к…
2024-10-01__879__важное_признание_которого_хочу_начать_этот_дневник.md	2024-10-01	22:27	2024-10-01T22:27:36+08:00	Важное признание, с которого я хочу начать этот дневник: сегодня я два раза была в бане. Причем это разные бани) Вот это о том, как много всего на Бали в рад…
2024-10-01__880__говорили_том_скоро_ии_делать_даже_импульс.md	2024-10-01	22:27	2024-10-01T22:27:36+08:00	Говорили о том, что скоро ИИ будет делать даже импульс лучше, чем человек умеет задавать) То есть сейчас мы его промтим, а скоро он будет сам себя - и будет …
2024-10-02__887__сегодня_очередной_раз_читая_шутку_хахаха_третий.md	2024-10-02	21:04	2024-10-02T21:04:53+08:00	Сегодня в очередной раз читая шутку про «хахаха третий мужик» я думала: как же классно и нетипично все у нас. Многие поли самоопределяются через свой тип отн…
2024-10-02__888__многих_кстати_тоже_большая_проблема_например_один.md	2024-10-02	21:04	2024-10-02T21:04:53+08:00	У многих кстати это тоже большая проблема: например один из моих любимых людей боится близости с другими, потому что ему кажется что близость - это ответстве…
2024-10-05__899__жизнь_бали_слишком_хороша_ней_писать_вообще.md	2024-10-05	21:57	2024-10-05T21:57:16+08:00	Жизнь на Бали слишком хороша, чтобы о ней писать. Вообще считаю что людям здесь должно быть запрещено постить контент. Типа или живите хорошо, или выебывайте…
2024-10-08__907__разбужу_сегодня_вас_постом_видимо.md	2024-10-08	12:15	2024-10-08T12:15:35+08:00	Разбужу сегодня вас постом видимо)  Экспериментирую с контентом - например тут 3 дня делала видеодневники в инст. Ловила себя на том что приходится опять вык…
2024-10-11__911__так_все_видели_новости_дали_визу.md	2024-10-11	22:54	2024-10-11T22:54:51+08:00	Так, ну все уже видели новости. МНЕ ДАЛИ ВИЗУ!  Утром собрали детей, я чет такая уставшая от всего, навалилось и догнало нервное напряжение всех проектов. Вч…
2024-10-14__912__сегодня_терапии_хвасталась_своим_исцелением.md	2024-10-14	22:43	2024-10-14T22:43:01+08:00	Сегодня я на терапии хвасталась своим исцелением. Кажется, теперь я могу чаще (хотя бы иногда) отказываться от трех вещей, от которых раньше отказаться не мо…
2024-10-16__913__где-то_сегодня_прочитала_звезды_сложились_истерике_реально.md	2024-10-16	22:25	2024-10-16T22:25:55+08:00	Где-то сегодня прочитала что звезды сложились к истерике. И вот реально весь день такой.  Приехала на спот но в воду не полезла, жесткий прогноз, не люблю та…
2024-10-20__921__жизнь_засосала_прямом_переносном_смысле.md	2024-10-20	20:24	2024-10-20T20:24:30+08:00	Жизнь засосала) в прямом и переносном смысле.  Когда долго не пишешь, накапливается ту мач и не знаешь что выгрузить. Что радует, что беспокоит, что произошл…
2024-10-21__932__было_много_классных_моментов_сегодня_вечер_встречаю.md	2024-10-21	21:24	2024-10-21T21:24:46+08:00	Было много классных моментов сегодня, но вечер встречаю на грустном. Ощущение завала и что не успеваю праздновать то что успеваю сделать.  Утром серф - класс…
2024-10-24__939__самая_большая_подлость_когда_приблизился_вершине_своего.md	2024-10-24	21:10	2024-10-24T21:10:51+08:00	Самая большая подлость, это когда ты приблизился к вершине своего режима:  Вставать в 5:30 без будильника и вырубаться в 21:00  … и тебе надо улетать туда, г…
2024-10-28__940__сегодня_покупала_подарочки_подругам_бали_надо_везти.md	2024-10-28	23:23	2024-10-28T23:23:58+08:00	Сегодня покупала подарочки подругам, с Бали надо везти одежду. Так удивительно, раньше думала - вот жила бы тут, накупила бы себе гардероб красоты. Но когда …
2024-11-01__949__последние_две_недели_аду-бреду_перед_отъездом_каждый.md	2024-11-01	05:15	2024-11-01T05:15:49+08:00	Последние две недели были в аду-бреду перед отъездом, я каждый вечер падала от усталости и было не до дневника. Хотя мечтала, что вернусь к нему.  Проснулась…
2024-11-02__957__сегодня_день_прошел_спокойно.md	2024-11-02	07:02	2024-11-02T07:02:41+08:00	Сегодня день прошел спокойно.  Утром мы встретились с Ирой Кособукиной (которая чемпионка России по серфингу, фасилитатор Эволюции и наша со-организатор в эт…
2024-11-05__968__любые_записки_отсюда_попытка_написать_себе_письмо.md	2024-11-05	07:46	2024-11-05T07:46:38+08:00	Любые записки отсюда - как попытка написать себе письмо из трипа. Как у Пелевина, где самая великая мысль человечества по итогу звучала так: «Во всей вселенн…
2024-11-11__969__дорогой_дневник_даже_не_знаю_чего_начать.md	2024-11-11	17:34	2024-11-11T17:34:03+08:00	Дорогой дневник, даже не знаю с чего начать блять 😅
2024-11-17__970__запускаю_свой_курс_космической_женщиной_серьезно_лучше.md	2024-11-17	23:06	2024-11-17T23:06:15+08:00	Запускаю свой курс «как быть космической женщиной»))) а если серьезно, лучше расскажите как у вас дела. Что у вас за последнего времени случилось ебанутого?
2024-11-18__971__попробовала_написать_что-то_вроде_интро_выгружать_частями.md	2024-11-18	23:25	2024-11-18T23:25:09+08:00	ну что, попробовала написать что-то вроде интро. Буду выгружать частями)
2024-11-18__972__30_октября_вылетела_дома_португалию_четкими_планами.md	2024-11-18	23:25	2024-11-18T23:25:19+08:00	30 октября я вылетела из дома в Португалию с четкими планами: мы участвуем в двух ивентах, которые организовали с Vahue.events: недельная тантра с Пемой и 5-…
2024-11-18__973__точно_не_видела_их_продолжения_плане_общих.md	2024-11-18	23:25	2024-11-18T23:25:19+08:00	Но я точно не видела их продолжения в плане общих детей, хотя все эти 3 года смотрела в эту тему: как будто дети должны приходить в большом сиянии, внимании,…
2024-11-19__974__наконец-то_немного_тантрических_картинок.md	2024-11-19	01:41	2024-11-19T01:41:42+08:00	наконец-то немного тантрических картинок
2024-11-19__981__тантре_нас_димой_был_красивый_процесс_начали.md	2024-11-19	01:42	2024-11-19T01:42:36+08:00	На тантре у нас с Димой был очень красивый процесс. Мы начали вместе зная, что на третий день мы будем меняться. Обычно в ожидании этого расставания у меня п…
2024-11-19__982__иногда_вообще_невозможно_было_что-то_делать_останавливалась.md	2024-11-19	01:42	2024-11-19T01:42:36+08:00	Иногда вообще невозможно было что-то делать, я останавливалась и просто сидела и смотрела на него, как будто на луну, которая свалилась с неба прямо на мой м…
2024-11-19__983__секс_что-то_сакральное_близкие_знают.md	2024-11-19	01:42	2024-11-19T01:42:36+08:00	Секс для меня - это что-то сакральное. И мои близкие это знают.  -  Если я захочу заняться сексом с человеком, которого я полюбила - мне лучше спросить до, и…
2024-11-19__984__такое_произошло_гормоны_помутнение_травмы_почитала_комментарии.md	2024-11-19	05:24	2024-11-19T05:24:11+08:00	Что же там такое произошло? Гормоны, помутнение, травмы? Почитала комментарии, поржала. Мне кажется, главная штука, которую не всегда принимают во внимание -…
2024-11-19__985__не_дошли_той_части_где_приносим_все.md	2024-11-19	05:24	2024-11-19T05:24:11+08:00	И это мы еще не дошли до той части, где мы приносим все это на Куприянова. Это был момент осознания что произошел какой-то пиздец, очень большое и трансформи…
2024-11-19__986__канал_вырос_почти_2_раза_теперь_делать.md	2024-11-19	21:39	2024-11-19T21:39:40+08:00	Мой канал вырос почти в 2 раза, что теперь делать с уютным дневничком)))  Я долетела до Бали и сразу поехала в наш новый дом. Пока все так непривычно)
2024-11-20__993__не_знаю_откуда_здесь_столько_людей_появилось.md	2024-11-20	11:13	2024-11-20T11:13:02+08:00	Я не знаю, откуда у меня здесь столько людей появилось 🫣 если вы еще не подписаны на мой инст - welcome, я там показываю вытяжку которая выползает из кухонно…
2024-11-20__994__так_пробую_отдать_вам_следующую_часть_истории.md	2024-11-20	14:48	2024-11-20T14:48:20+08:00	Так, пробую отдать вам следующую часть истории. И она точно начинается на Куприянове. Немного контекста: это интегральная групповая терапия с обучающим фрейм…
2024-11-20__995__всегда_ставлю_любовь_выше_всего_божественный_огонь.md	2024-11-20	14:48	2024-11-20T14:48:21+08:00	Я всегда ставлю любовь выше всего, как божественный огонь, который сошел с неба - для него найдется и храм и часовня или его можно будет нести в ладошке. Она…
2024-11-20__996__все_формы_тантрических_зашкваров_понимаю_делается_опытный.md	2024-11-20	14:48	2024-11-20T14:48:21+08:00	Все формы тантрических зашкваров… Я понимаю, что и как делается, я опытный тантрик, я могу разтождествить чувства и объект, я ношу с собой всю коробочку любв…
2024-11-21__998__следующая_часть_более_сенситив_ее_было_уязвимо.md	2024-11-21	15:30	2024-11-21T15:30:31+08:00	Следующая часть еще более сенситив. Ее было очень уязвимо приносить на группу, 25 нашим друзьям и знакомым. Ее было уязвимо обсуждать самим. Почему-то кризис…
2024-11-21__999__волновалась_не_знала_чувствовать_понимала_насколько_важно.md	2024-11-21	15:30	2024-11-21T15:30:32+08:00	Я волновалась, я не знала, что я буду чувствовать, но понимала, насколько это важно для нашего контакта.  Когда мы встретились с его сыном, я сразу почувство…
2024-11-21__1000__только_пришло_решение_сразу_его_озвучила_диме.md	2024-11-21	15:30	2024-11-21T15:30:32+08:00	Как только мне пришло это решение - я сразу его озвучила Диме, я не ждала и не носила это в себе. Принесла на стол, чтобы мы могли дальше проживать это в кон…
