filename	date	time	dt_iso	preview
2021-10-04__138__волне_памяти_после_встречи_мишей_маугли_написала.md	2021-10-04	23:45	2021-10-04T23:45:48+08:00	На волне памяти после встречи с Мишей Маугли написала самое подробное и откровенное письмо про песню за последнее время, чет меня так классно распирает творч…
2021-10-04__139__потому_монетизирую_сучка.md	2021-10-04	23:46	2021-10-04T23:46:32+08:00	Потому что монетизирую как сучка 😎
2021-10-05__140__однажды_взяла_ручку_тетрадь_помочь_себе_прожить.md	2021-10-05	23:02	2021-10-05T23:02:55+08:00	Однажды я взяла ручку и тетрадь, чтобы помочь себе прожить чувство - и это сработало. Я уже писала об этом где-то в воспоминаниях о детстве.  Все чувства взр…
2021-10-05__141__когда_концертах_танцую_под_медею_особый_момент.md	2021-10-05	23:11	2021-10-05T23:11:28+08:00	Когда я на концертах танцую под Медею - для меня это особый момент. Эта песня о моих внутренних процессах, такой личный манифест. "Дай мне сил, пропустив скв…
2021-10-05__142__https_www_youtube_com_watch_v_h6h7g54ke5g.md	2021-10-05	23:13	2021-10-05T23:13:47+08:00	https://www.youtube.com/watch?v=h6h7G54Ke5g&list=PLHrScVmFln8J1u_-bNrwUZlmlTcLh2Cq3&index=10&t=100s вживую конечно еще сильнее
2021-10-05__143__поэтому_когда_решаю_писать_музыке_или_любви.md	2021-10-05	23:20	2021-10-05T23:20:03+08:00	Поэтому когда я решаю писать о музыке или о любви я никогда не знаю, на какой уровень мне нырнуть, чтобы оттуда рассказать о том или ином выражении этого. Ин…
2021-10-09__144__друзья_сегодня_написали_разводятся_помню_больно_тяжело.md	2021-10-09	04:09	2021-10-09T04:09:08+08:00	Мои друзья сегодня написали, что разводятся. Я помню, как это больно и тяжело. Сходила, нашла свой текст, перечитала. Пусть и здесь полежит.  —————  Нотариус…
2021-10-09__145__надо_уметь_любить_надо_уметь_прощаться_две.md	2021-10-09	04:12	2021-10-09T04:12:10+08:00	Надо уметь любить. Надо уметь прощаться. Это две части одного процесса. Рано или поздно мы все друг друга потеряем - при жизни или за ее границей, время не в…
2021-10-22__146__доброе_утро_догонку_зависимому_четвергу_делюсь_кусочком.md	2021-10-22	12:56	2021-10-22T12:56:57+08:00	Доброе утро! В догонку к «зависимому четвергу» делюсь кусочком одного из старых текстов на эту тему.
2021-10-22__147__отличает_зависимых_людей_независимых_торчках_употребление_чего-то.md	2021-10-22	12:57	2021-10-22T12:57:01+08:00	… Это и отличает зависимых людей от независимых - в торчках употребление чего-то изменяющего сознание - это всего лишь следствие прописанной программы.  Оста…
2021-10-22__148__шагах_использовала_свою_зависимость_ключ_расшифровке_собственной.md	2021-10-22	12:57	2021-10-22T12:57:01+08:00	В шагах я использовала свою зависимость как ключ к расшифровке собственной личности. Это помогло постепенно включить весь механизм, и он стал работать в друг…
2021-10-25__149__видела_летит_пеликан_такое_темное_низкое_небо.md	2021-10-25	19:19	2021-10-25T19:19:54+08:00	Я видела, как летит пеликан. И такое темное низкое небо над океаном. И белые облака на контрасте. Мое тело хотело двигаться как тогда, в Индии, когда у меня …
2021-10-25__150__сложно_анализировать_свое_прошлое_находясь_других_состояниях.md	2021-10-25	19:44	2021-10-25T19:44:45+08:00	Ну и вот еще. Сложно анализировать свое прошлое, находясь в других состояниях. А вот стоит попасть в такое же состояние, и прошлое раскрывается так, как ты н…
2022-01-19__151__выложила_студийную_диктофонную_запись_нового_трека_не.md	2022-01-19	18:41	2022-01-19T18:41:06+08:00	Выложила студийную диктофонную запись нового трека, еще не окончательную версию. И в процессе попала в состояние, когда захотелось о треке рассказать - редко…
2022-06-08__153__было_восприятие_времени_этом_будто_скрывается_тот.md	2022-06-08	04:38	2022-06-08T04:38:50+08:00	Там еще было про восприятие времени. В этом как будто скрывается тот самый портал. Я услышала, как кто-то говорит: да, этот портал существует.  В «Голодных п…
2022-06-25__155__посмотрела_анимешку_красавица_дракон_дальше_будут_спойлеры.md	2022-06-25	13:53	2022-06-25T13:53:43+08:00	Я тут посмотрела анимешку «Красавица и Дракон», дальше будут спойлеры, но мне прям очень хотелось поделиться своим ощущением. Если хотите посмотреть сами - п…
2022-06-25__156__сети_благодаря_их_травмам_интернет_даёт_нам.md	2022-06-25	13:53	2022-06-25T13:53:43+08:00	сети, благодаря их травмам.  Интернет даёт нам возможность раскрыть свою глубину и исцелится через принятие другими и чувство идентификации.  В конце мне был…
2022-07-23__157__https_youtu_be_fs-wk8mzc9g.md	2022-07-23	22:08	2022-07-23T22:08:28+08:00	https://youtu.be/fS-wk8mZc9g  В целом надо бы сюда все свои подкасты кидать. Но этот хочется зашарить вам сразу. Я чет так кайфанула от себя в этом подкасте …
2022-08-06__158__обещанный_посте_https_www_instagram_com_p.md	2022-08-06	14:51	2022-08-06T14:51:12+08:00	Обещанный в посте (https://www.instagram.com/p/Cg6FhyeIV4O/?igshid=MDJmNzVkMjY= ) в инсте кусочек подкаста о смене идентичности в образе жизни + исследование…
2022-08-19__163__воздух_навстречу_обдувает_горячим_феном_байка_отвалилось.md	2022-08-19	13:34	2022-08-19T13:34:14+08:00	Воздух навстречу обдувает горячим феном. У байка отвалилось зеркало, когда на него упала крыша, еще отвалился какой-то кусок сзади и теперь на каждой кочке о…
2022-09-10__164__две_реальности_сливаются_одну_сижу_спонтанном_бизнесе.md	2022-09-10	20:06	2022-09-10T20:06:24+08:00	Две реальности сливаются в одну. Там я сижу в спонтанном бизнесе LA - Москва, который ты взял мне за 10 часов до вылета, когда я еще была Сан Фран. Это как в…
2022-09-13__165__припадочность_удивляет.md	2022-09-13	05:48	2022-09-13T05:48:33+08:00	Припадочность меня моя удивляет.  Не могу уснуть из-за стола. Такая нелепость, что я решила покопать в себя.  Увидела у Веры в аккаунте, что она начала рекла…
2022-09-14__166__сутки_спустя_после_всех_ваших_комментариев_пишу.md	2022-09-14	05:27	2022-09-14T05:27:32+08:00	Сутки спустя и после всех ваших комментариев пишу чтобы поделиться выводами. Реально, много углов вы мне подсветили, и это было полезно.   1. Про зависимость…
2022-09-14__167__глобально_благодарна_всей_этой_истории_стол_получился.md	2022-09-14	05:27	2022-09-14T05:27:32+08:00	Глобально я очень благодарна всей этой истории, стол получился реально тантрическим, мощное переживание, ревность, уязвлённое эго, обида, желание изолировать…
2022-09-21__168__https_sektaschool_ru_online_bonus_ysclid_l8bcspkr93662889373.md	2022-09-21	19:28	2022-09-21T19:28:39+08:00	https://sektaschool.ru/online/bonus?ysclid=l8bcspkr93662889373  Ссылка на наш с Димой курс «Контакт с телом». Мы его снимали в марте, параллельно с тем, что …
2022-12-09__169__вчера_кое-что_поняла_всех_людей_которых_встречаю.md	2022-12-09	21:32	2022-12-09T21:32:46+08:00	Вчера я кое-что поняла. Всех людей, которых я встречаю, можно разделить на две категории. Одни видят мою силу, другие - мою уязвимость. Это не значит, что он…
2022-12-09__170__дурге_возвращалась_сцены_гримерку_падала_эту_пучину.md	2022-12-09	21:32	2022-12-09T21:32:46+08:00	Дурге возвращалась со сцены в гримерку и падала в эту пучину боли, у которой не было предела. Когда казалось, что физическое тело на грани смерти, она писала…
2022-12-21__172__ней_всегда_особенно_последние_месяцы_была_какая-то.md	2022-12-21	19:42	2022-12-21T19:42:14+08:00	В ней всегда, а особенно последние месяцы была какая-то потусторонность. Кто-то в сообщениях написал мне об этом, и я подумала - может я не одна это видела. …
2022-12-21__173__ее_ждала_снятая_пол_года_квартира_действительно.md	2022-12-21	19:42	2022-12-21T19:42:15+08:00	Там ее ждала снятая на пол года квартира, и она действительно жила эти месяцы так, как хотела.  Даже, кажется, успела влюбиться.  До конца октября Таня ездил…
2022-12-27__174__многие_попросили_раскрыть_мысль_написала_приняла_танин.md	2022-12-27	16:11	2022-12-27T16:11:38+08:00	Многие попросили меня раскрыть мысль. Я написала, что я приняла Танин выбор. И тут нужно пояснение. Не выбор, как выбор человека умереть, а выбор души - когд…
2023-02-06__175__сложно_не_думать_танюше_все_время_перебирать.md	2023-02-06	18:58	2023-02-06T18:58:34+08:00	Сложно не думать о Танюше все время. Перебирать все в памяти, что связано с ней. Теперь, когда знаешь, что воспоминаний было конечное количество - каждое под…
2023-02-06__176__будто_так_улетела_вверх_через_эту_крышу.md	2023-02-06	18:58	2023-02-06T18:58:34+08:00	- Как будто так она и улетела, вверх, через эту крышу.  Пропускать через себя эту боль, как разряды тока, чтобы чувствовать жизнь человека, подарившего тебе …
2023-03-02__177__сегодня_финализировали_концепт_буткэмпа_чет_захотелось_некоторые.md	2023-03-02	01:01	2023-03-02T01:01:06+08:00	Сегодня финализировали концепт буткэмпа, и чет захотелось некоторые мысли тут оставить.  Я считаю, что нырять с головой в жесткий тренинг - не самая лучшая и…
2023-03-02__178__хочется_такого_всех_получалось_достичь_такого_состояния.md	2023-03-02	03:33	2023-03-02T03:33:06+08:00	Вот очень хочется такого, и чтобы у всех получалось достичь такого состояния. Понятно, что нет серебряной пули, но мне нравится ее бесконечно искать.
2023-03-06__180__нашла_черновик_школьного_сочинения_8_класс_кажется.md	2023-03-06	16:19	2023-03-06T16:19:06+08:00	Нашла черновик школьного сочинения 😅 8 класс, кажется
2023-03-27__182__нажми_найти_песню.md	2023-03-27	06:59	2023-03-27T06:59:42+08:00	🎧 Нажми чтобы найти песню
2023-03-28__183__провела_ретрит_мадейре_который_готовили_планировали_вести.md	2023-03-28	06:14	2023-03-28T06:14:51+08:00	Я провела ретрит на Мадейре, который мы готовили и планировали вести с Димой, а в итоге - вела я одна.  Сказать что я охуела, это не сказать ничего.  Я вспом…
2023-03-28__184__часто_сталкиваюсь_тем_все_кроме_обесценивают_значимость.md	2023-03-28	06:14	2023-03-28T06:14:51+08:00	И я часто сталкиваюсь с тем, что все кроме меня обесценивают значимость этого контакта и момента, а я как будто вижу его одна, и почему-то мне от этого больн…
2023-03-30__186__дорогие.md	2023-03-30	22:51	2023-03-30T22:51:53+08:00	Ну что, дорогие!  Готовимся ЖЕЕЕЕЕЧЬЬЬЬ!  🔺 Билеты Москва 25.05  🔺 Билеты Питер 28.05  🔺 Билеты Сочи 1.06  🔺 Билеты Ереван 3.06  Аее, до встречи!!!
2023-03-30__187__соскучилась.md	2023-03-30	22:52	2023-03-30T22:52:05+08:00	Я соскучилась.
2023-04-06__188__поздравляю_написанием_этой_песни_интересно_знать_автор.md	2023-04-06	02:46	2023-04-06T02:46:23+08:00	Поздравляю с написанием этой песни! Очень интересно знать, что вы автор этого произведения. Исходя из предоставленных вами разъяснений и моих предыдущих анал…
2023-04-06__198__нажми_найти_песню.md	2023-04-06	02:46	2023-04-06T02:46:41+08:00	🎧 Нажми чтобы найти песню
2023-04-07__199__лера_разрешила_поделиться_ее_текстом_кинула_его.md	2023-04-07	17:26	2023-04-07T17:26:33+08:00	Лера разрешила поделиться ее текстом - она кинула его в трайб Emotional Granularity, но мне кажется важным поделиться этим с вами. Почему? Потому что у многи…
2023-04-07__200__хорошее_место_припарковать_рассказ_злости.md	2023-04-07	17:26	2023-04-07T17:26:34+08:00	О. Хорошее место, чтобы припарковать мой рассказ о злости.  Сколько я не приглядывалась, гнева в моей жизни не было. На группе гранулярности 1.5 года назад я…
2023-04-09__201__была_сегодня_концерте_касты_было_великолепно_так.md	2023-04-09	02:58	2023-04-09T02:58:49+08:00	Была сегодня на концерте Касты, и это было великолепно. Я так люблю парней, и особенно - Влади и его тексты. Мое сознание куда-то постоянно прячет тот факт, …
2023-04-09__202__нажми_найти_песню.md	2023-04-09	02:58	2023-04-09T02:58:50+08:00	🎧 Нажми чтобы найти песню
2023-04-16__204__первая_совместная_коллекция_gri_школы_онлайн-фитнеса_sekta.md	2023-04-16	00:02	2023-04-16T00:02:24+08:00	Первая совместная коллекция GRI и школы онлайн-фитнеса #sekta 💜  Одежда для фитнеса и бега, которую хочется носить в повседневной жизни. Разработано вместе с…
2023-04-16__205__короче_коллабой_этой_не_все_продадим_всю.md	2023-04-16	00:02	2023-04-16T00:02:43+08:00	Короче, с коллабой этой не все просто. Если мы продадим всю партию, самый горячий CFO и co-founder GRI обещал поехать с нами на тантру 😄 так что когда покупа…
2023-04-17__206__открывать_новое_всегда_волнительно_чем_серьезнее_шаг.md	2023-04-17	15:40	2023-04-17T15:40:06+08:00	💜Открывать новое всегда волнительно. Чем серьезнее шаг, тем больше за ним стоит. За этим запуском — годы личного спортивного опыта, бесконечная вера друг в д…
2023-04-17__207__поехали_самые_удобные_велосипедки_моей_жизни_теперь.md	2023-04-17	15:40	2023-04-17T15:40:46+08:00	Ну что, поехали) самые удобные велосипедки в моей жизни - теперь можете потестировать и вы! ⏫️⏫️⏫️
2023-04-30__209__первое_скрин_первой_статье_второй_часть_эссе.md	2023-04-30	21:24	2023-04-30T21:24:34+08:00	Первое - скрин о первой статье, второй - часть эссе, ссылка на которое в конце поста
2023-04-30__210__сегодня_утром_вынесло_статью_newyorker_потом_нашла.md	2023-04-30	21:24	2023-04-30T21:24:38+08:00	Сегодня утром на меня вынесло статью в NewYorker, потом я нашла в твиттере эту женщину профессора и у нее нашла еще одну интересную ссылку на эссе одной из а…
2023-05-09__211__i_want_you_become_my_coach_in.md	2023-05-09	15:57	2023-05-09T15:57:13+08:00	I want you become my coach in the transformational model of coaching. I would also call it Granular coaching.  Transformational Models  / granular coaching  …
2023-05-09__212__выше_промт_коуча_chat_gpt_который_не.md	2023-05-09	15:59	2023-05-09T15:59:14+08:00	Выше Промт коуча для Chat.GPT, который не только задаёт расширяющий вопрос, но и даёт рекомендацию. Одни вопросы часто бесят, и рекомендации часто не в тему.…
2023-05-10__213__мирон_первый_класс.md	2023-05-10	15:39	2023-05-10T15:39:28+08:00	Мирон и первый класс. ⠀ Я думала подождать год, и отдать Мирона в первый класс в 8 лет. Я наблюдала за его подготовительными занятиями к школе, такими же, ка…
2023-05-10__214__первый_класс_был_не_кризисов_сначала_аллергия.md	2023-05-10	15:39	2023-05-10T15:39:33+08:00	Первый класс был не без кризисов.  Сначала - аллергия на школьный автобус. Мирона тошнило и он говорил: «Ненавижу автобус! Так долго и укачивает! Водитель во…
2023-07-09__215__нас_димой_вышел_подкаст_ревность_ревную_сколько.md	2023-07-09	19:31	2023-07-09T19:31:08+08:00	У нас с Димой вышел подкаст про ревность. Я ревную, сколько себя помню - любимых, друзей, места, занятия, и это оч болезненная и стыдная история. Год назад я…
2023-07-09__216__поделюсь_здесь_сообщением_лизы_которое_написала_сообществе.md	2023-07-09	19:33	2023-07-09T19:33:47+08:00	Поделюсь здесь сообщением Лизы, которое она написала в сообществе Emotional Granularity, вторым общением она переписала мантру из подкаста, которая родилась …
2023-07-09__217__божественный_подкаст_который_не_только_ревность_оля.md	2023-07-09	19:33	2023-07-09T19:33:47+08:00	Божественный подкаст, который не только про ревность. Оля и Дима, спасибо за него и за уязвимость! Мне запомнилось как Оля рассказывает про гомункула ревност…
2023-07-09__218__даже_предполагая_наши_отношения_закончатся_будешь_любить.md	2023-07-09	19:33	2023-07-09T19:33:47+08:00	"Даже предполагая, что наши отношения закончатся и ты будешь любить других людей, будешь любить кого-то еще, я хочу сейчас, в это мгновение, в этот период жи…
2023-07-28__226__один_вид_творчества_этот_раз_наташей_работали.md	2023-07-28	23:13	2023-07-28T23:13:33+08:00	Еще один вид творчества, на этот раз с Наташей работали над домом Вадимчика. Благодарю за проект и реализацию, хочу оставить на память этот момент воплощенно…
2023-11-08__228__горжусь_этим_проектом.md	2023-11-08	22:55	2023-11-08T22:55:43+08:00	Горжусь этим проектом!
2023-11-08__229__5_тренировок_женщин_после_мастэктомии.md	2023-11-08	22:55	2023-11-08T22:55:44+08:00	🎀 5 тренировок для женщин после мастэктомии  После операции при раке молочной железы необходимо восстановление.  Последствия мастэктомии Помимо побочных реак…
2023-12-28__230__жизнь_наших_детей_похожа_компиляцию_любимых_ранних.md	2023-12-28	23:33	2023-12-28T23:33:38+08:00	Жизнь наших детей похожа на компиляцию любимых ранних шоу и клипов MTV. Для кого это все - для меня или для них?  Это был наверное год 2007, Макарова взяла м…
2024-01-04__231__интересная_штука_произошла_нас_димой_периодически_ведём.md	2024-01-04	23:11	2024-01-04T23:11:59+08:00	Интересная штука произошла у нас тут. Мы с Димой периодически ведём практики, которые прежде всего дизайним для себя. Роль ведущего минимальна, люди отвечают…
2024-01-04__232__интересного_вика_кантри_подарила_нам_карточки_семейных.md	2024-01-04	23:11	2024-01-04T23:11:59+08:00	Еще из интересного - Вика Кантри подарила нам карточки для семейных разговоров, и дети тоже получали удовольствие, отвечая на вопросы из карточек - «в чем мы…
2024-01-06__233__ваша_любимая_рубрика.md	2024-01-06	12:49	2024-01-06T12:49:50+08:00	Ваша любимая рубрика.  Вообще мне тошно от этих клипов, от фотографий и от себя, когда я этим занимаюсь. Но с другой стороны, я понимаю, что они в целом хоро…
2024-01-06__234__виталик_который_снимал_фильм_alice_своем_тг.md	2024-01-06	12:49	2024-01-06T12:49:51+08:00	⏏️ Виталик, который снимал фильм Alice , в своем тг канале пишет о себе, как Лимонов писал о себе в книге «Я - Эдичка». Мой любимый стиль и слог, и лирически…
2024-01-31__236__переслушивала_последний_ушедших_берегу_океана_пока_ждала.md	2024-01-31	21:55	2024-01-31T21:55:56+08:00	Я переслушивала «Последний из ушедших» на берегу океана, пока ждала человека, благодаря которому появились эти песни.  Прошло уже больше двух лет с этих перв…
2024-02-21__237__сэр_последняя_часть_моей_эм_биографии_вк.md	2024-02-21	01:35	2024-02-21T01:35:51+08:00	Сэр, последняя часть моей эм биографии в ВК https://vk.com/xmirow?w=wall-156554689_5413  Там про Алаи Оли, и еще я вывод написал:  "И вот я здесь, в феврале …
2024-02-21__244__филя_хмыров_написал_наше_знакомство_совместный_альбом.md	2024-02-21	01:45	2024-02-21T01:45:30+08:00	Филя Хмыров ♥️ написал про наше знакомство, совместный альбом. Я хочу добавить пару слов про наши концерты. Первые разы на сцене с ним - я вообще не понимала…
2024-04-11__245__тех_кто_не_попал_эти_концерты_кусочек.md	2024-04-11	00:13	2024-04-11T00:13:42+08:00	Для тех, кто не попал на эти концерты ❤️‍🩹кусочек чека в Union (ББН-Грязь Cover)
2024-04-11__246__muse.md	2024-04-11	00:14	2024-04-11T00:14:16+08:00	Muse ☝️❤️‍🔥
2024-05-22__247__https_youtu_be_5x5wudjyxgm_si_uj4gx48_ga-oe2.md	2024-05-22	18:07	2024-05-22T18:07:25+08:00	https://youtu.be/5X5WUdjYXGM?si=UJ4gX48-_-Ga-Oe2 у нас тут клип вышел) охуенный я считаю.
2024-05-23__248__мини_заметки_ретрит_куприяновым_кипре_того_не.md	2024-05-23	19:49	2024-05-23T19:49:13+08:00	Мои мини заметки про ретрит с Куприяновым на Кипре. Из того, что не сказала.  Важность не быть реактивным. То есть когда твоего партнера/родителей/коллег зан…
2024-08-05__250__только_концерте_опять_усмехалась_себя_этой_строчке.md	2024-08-05	02:51	2024-08-05T02:51:09+08:00	Только на концерте опять усмехалась про себя этой строчке про спички. «и она достает одну из спичек из коробка, который подарил ей не-важно-кто, поджигает ее…
2024-10-13__251__breathwork_похож_сны_которых_летаешь_сначала_надо.md	2024-10-13	19:53	2024-10-13T19:53:43+08:00	breathwork похож на сны, в которых ты летаешь. Сначала надо махать руками долго долго, и ты начинаешь отрываться от земли, сначала на метр, а потом прыжки ст…
2024-11-05__252__любые_записки_отсюда_попытка_написать_себе_письмо.md	2024-11-05	07:46	2024-11-05T07:46:10+08:00	Любые записки отсюда - как попытка написать себе письмо из трипа. Как у Пелевина, где самая великая мысль человечества по итогу звучала так: «Во всей вселенн…
2024-11-10__253__смотрю_свои_руки_сначала_тыльные_стороны_потом.md	2024-11-10	06:49	2024-11-10T06:49:46+08:00	Я смотрю на свои руки. Сначала на тыльные стороны, потом на ладони. Отношу их ближе и дальше. Потом снимаю кольцо с пальца, тянусь вперед, я сижу на коленях …
2024-12-05__254__ровно_месяц_сегодня_тех_пор_попала_ту.md	2024-12-05	21:18	2024-12-05T21:18:49+08:00	Ровно месяц сегодня с тех пор, как я попала в ту самую практику, которая до сих пор длится и происходит со мной. Я сама подошла к нему - как наверное подошла…
2025-01-10__255__первые_4_часа_полета_прочитала_300_страниц.md	2025-01-10	20:06	2025-01-10T20:06:57+08:00	За первые 4 часа полета я прочитала 300 страниц книги Ялома «палач любви». Он всегда меня погружает в мысли о моей терапии. Базой своей терапии я считаю рабо…
2025-01-10__256__часто_удивлялась_вообще_ей_удается_почему_сама.md	2025-01-10	20:06	2025-01-10T20:06:57+08:00	Я часто удивлялась, как вообще ей это удается? Почему я сама не могла к этому придти? Например в начальном запросе исследованием моих внутренних убеждений он…
2025-01-10__257__этом_часто_говорит_куприянов_том_огромное_преступление.md	2025-01-10	20:06	2025-01-10T20:06:57+08:00	Об этом часто говорит Куприянов, о том, что это огромное преступление не жить СВОЮ жизнь и то, как именно ты ее чувствуешь. И вот мне кажется главный результ…
2025-05-15__258__иногда_люблю_перечитывать_дурге_целая_книга_которую.md	2025-05-15	13:18	2025-05-15T13:18:07+08:00	Как же я иногда люблю перечитывать «Дурге» - целая книга, которую я написала и не опубликовала - но пара десятков моих близких друзей её читали.  Сейчас я пи…
2025-09-03__259__отношения_расстоянии_интересная_штука.md	2025-09-03	23:45	2025-09-03T23:45:36+08:00	отношения на расстоянии это очень интересная штука Ты живешь постоянно в каком-то фокусе и ожидании встречи, и у тебя есть какая-то подпитка любви, но в то ж…
2025-09-03__260__повторюсь_этот_год_был_вау_все_происходило.md	2025-09-03	23:45	2025-09-03T23:45:36+08:00	Но повторюсь: этот год был просто ВАУ.  Все, что происходило - это как прожить несколько отдельных жизней. Ни о чем не жалею.
